id,name,institution,department,departmentId,imageUrl,hIndex,i10Index,publications,citations,bio,researchInterests,domain,iitornit
kaliannan_durairaj,Kaliannan Durairaj,UniQdot Co Ltd,"Research engineer, UniQdot Co Ltd","research_engineer,_uniqdot_co_ltd",,18,25,0,1398,Professor at UniQdot Co Ltd specializing in Nanotechnology.,"Nanotechnology, Materials Science",Mechanical Engineering,na
durba_pal,Durba Pal,Indian Institute of Technology Ropar,"Assistant Professor, Indian Institute of Technology Ropar","assistant_professor,_indian_institute_of_technology_ropar",,18,31,0,2134,Professor at Indian Institute of Technology Ropar specializing in Fluid Dynamics.,"Fluid Dynamics, Heat Transfer",Mechanical Engineering,iit
durbadal_mandal,DURBADAL MANDAL,NIT Durgapur,"Associate Professor,  Department of ECE, NIT Durgapur, India","associate_professor,__department_of_ece,_nit_durgapur,_india",,37,182,0,6088,Professor at NIT Durgapur specializing in Signal Processing.,"Signal Processing, Communication Systems",Electrical Engineering,na
durgaprasad_karnam,DurgaPrasad Karnam,Homi Bhabha Centre for Science Education,"Homi Bhabha Centre for Science Education, TIFR","homi_bhabha_centre_for_science_education,_tifr",,5,0,0,40,Professor at Homi Bhabha Centre for Science Education specializing in TIFR.,"TIFR, Science Education",Other,na
durgesh_kumar_tripathi,Durgesh Kumar Tripathi,Amity University Uttar Pradesh,"Crop Nano Biology and Molecular Stress Physiology Lab, Amity University Uttar Pradesh, Noida-India","crop_nano_biology_and_molecular_stress_physiology_lab,_amity_university_uttar_pradesh,_noida-india",,60,147,0,13793,Professor at Amity University Uttar Pradesh specializing in Crop Nano Biology.,"Crop Nano Biology, Molecular Stress Physiology",Other,na
dushmanta_kumar_das,Dushmanta Kumar Das,NIT Nagaland,"Associate Professor, Department of EEE, NIT Nagaland","associate_professor,_department_of_eee,_nit_nagaland",,22,57,0,1877,Professor at NIT Nagaland specializing in Power Systems.,"Power Systems, Renewable Energy",Electrical Engineering,na
dushyant_kumar_singh,Dushyant Kumar Singh,MNNIT Allahabad,MNNIT Allahabad,mnnit_allahabad,,19,36,0,1101,Professor at MNNIT Allahabad specializing in Power Systems.,"Power Systems, Renewable Energy Integration",Electrical Engineering,na
dwaipayan_chakrabarti,Dwaipayan Chakrabarti,University of Birmingham,University of Birmingham,university_of_birmingham,,23,41,0,1547,Professor at University of Birmingham specializing in Soft Matter Physics.,"Soft Matter Physics, Colloidal Science",Physics,na
dr_e_k_girisan,Dr E K Girisan,Sri Krishna Adithya College,Sri Krishna Adithya College,sri_krishna_adithya_college,,1,0,0,1,Professor at Sri Krishna Adithya College specializing in Mathematics.,"Mathematics, Statistics",Mathematics,na
kathyayini_sivasubramanian,Kathyayini Sivasubramanian,Stanford University,Stanford University,stanford_university,,11,11,0,654,Professor at Stanford University specializing in Artificial Intelligence.,"Artificial Intelligence, Natural Language Processing",Computer Science,na
prof._m_v_basaveswara_rao,Prof. M V Basaveswara Rao,Krishna University,"Rector (PRO Vice-Chancellor),Krishna University & Hon. Secretary, Andhra Pradesh Akademi of Sciences","rector_(pro_vice-chancellor),krishna_university_&_hon._secretary,_andhra_pradesh_akademi_of_sciences",,32,106,0,3855,Professor at Krishna University specializing in Environmental Sciences.,"Environmental Sciences, Sustainable Development",Computer Science,na
vamsikrishna_bandari,Vamsikrishna Bandari,University of South Australia,University of South Australia,university_of_south_australia,,7,6,0,244,Professor at University of South Australia specializing in Biomedical Engineering.,"Biomedical Engineering, Signal Processing",Medical Sciences,na
emma-kate_matthews,Emma-Kate Matthews,University College London,University College London,university_college_london,,2,0,0,12,Professor at University College London specializing in Architectural Design.,"Architectural Design, Environmental Sustainability",Computer Science,na
dr._ishan_bhardwaj,Dr. Ishan Bhardwaj,Government Engineering College,"Ast. Professor, Government Engineering College","ast._professor,_government_engineering_college",,7,6,0,219,Professor at Government Engineering College specializing in Renewable Energy.,"Renewable Energy, Power Systems",Electrical Engineering,na
ekta_singla,Ekta Singla,Indian Institute of Technology Ropar,"Associate Professor, Mechanical Engineering Department, IIT Ropar","associate_professor,_mechanical_engineering_department,_iit_ropar",,12,16,0,731,Professor at Indian Institute of Technology Ropar specializing in Robotics.,"Robotics, Control Systems",Mechanical Engineering,iit
elton_john_de_lírio,Elton John de Lírio,Instituto Nacional da Mata Atlântica,Instituto Nacional da Mata Atlântica,instituto_nacional_da_mata_atlântica,,15,17,0,4584,Professor at Instituto Nacional da Mata Atlântica specializing in Botany.,"Botany, Biodiversity Conservation",Other,na
karthik_eswaran,Karthik Eswaran,Uniwersytet Jagielloński,Uniwersytet Jagielloński,uniwersytet_jagielloński,,2,0,0,8,Professor at Uniwersytet Jagielloński specializing in Quantum Computing.,"Quantum Computing, Theoretical Physics",Physics,na
fahad_shahbaz_khan,Fahad Shahbaz Khan,MBZUAI,"MBZUAI, Linköping University Sweden","mbzuai,_linköping_university_sweden",,105,222,0,55270,Professor at MBZUAI specializing in Computer Vision.,"Computer Vision, Deep Learning",Computer Science,na
francisco_buitrago_ramírez,Francisco Buitrago Ramírez,Universidad de Extremadura,"Medico de Familia y Profesor de Medicina,  Universidad de Extremadura","medico_de_familia_y_profesor_de_medicina,__universidad_de_extremadura",,24,57,0,4641,Professor at Universidad de Extremadura specializing in Medicina de Familia.,"Medicina de Familia, Educación Médica",Other,na
muhammad_faisal_rafique,Muhammad Faisal Rafique,COMSATS University,"Department of Chemistry, COMSATS University, Abbottabad","department_of_chemistry,_comsats_university,_abbottabad",,67,520,0,21994,Professor at COMSATS University specializing in Chemistry.,"Chemistry, Materials Science",Mechanical Engineering,na
charbel_farhat,Charbel Farhat,Stanford University,"Vivian Church Hoff Professor in the School of Engineering, Stanford University","vivian_church_hoff_professor_in_the_school_of_engineering,_stanford_university",,98,322,0,38908,Professor at Stanford University specializing in Computational Mechanics.,"Computational Mechanics, Aerospace Engineering",Computer Science,na
febin_george_jacob,Febin George Jacob,MG University,"Student, MG University","student,_mg_university",,2,0,0,12,Professor at MG University specializing in Machine Learning.,"Machine Learning, Computer Vision",Computer Science,na
firoz_ahmad,Firoz Ahmad,Central Pollution Control Board,Central Pollution Control Board,central_pollution_control_board,,10,12,0,1127,Professor at Central Pollution Control Board specializing in Environmental Pollution Control.,"Environmental Pollution Control, Air Quality Monitoring",Computer Science,na
aghila_gnanasekaran;_gnanasekaran_aghila;_g_aghila;_aghila_g,Aghila Gnanasekaran; Gnanasekaran Aghila; G Aghila; Aghila G,National Institute of Technology Puducherry,"Professor of Computer Science and Engineering, National Institute of Technology Puducherry, Karaikal","professor_of_computer_science_and_engineering,_national_institute_of_technology_puducherry,_karaikal",,24,54,0,1956,Professor at National Institute of Technology Puducherry specializing in Computer Science.,"Computer Science, Engineering",Computer Science,nit
gaddale_amba_prasad_rao,Gaddale Amba Prasad Rao,National Institute of Technology,"Professor, Department of Mechanical Engineering,National Institute of Technology, Warangal","professor,_department_of_mechanical_engineering,national_institute_of_technology,_warangal",,18,31,0,1570,Professor at National Institute of Technology specializing in Warangal.,"Warangal, Mechanical Engineering",Mechanical Engineering,nit
"prof_g.arthanareeswaran,_frsc","Prof G.Arthanareeswaran, FRSC",National Institute of Technology Tiruchirappalli,"Department of  Chemical Engineering, National Institute of Technology,Tiruchirappalli,Tamil Nadu","department_of__chemical_engineering,_national_institute_of_technology,tiruchirappalli,tamil_nadu",,48,128,0,7046,Professor at National Institute of Technology Tiruchirappalli specializing in Membrane Technology.,"Membrane Technology, Water Treatment",Chemical Engineering,nit
g._bhanuprakash_reddy,G. Bhanuprakash Reddy,National Institute of Nutrition,"Scientist-G, National Institute of Nutrition, India","scientist-g,_national_institute_of_nutrition,_india",,58,163,0,10576,Professor at National Institute of Nutrition specializing in Nutritional Biochemistry.,"Nutritional Biochemistry, Public Health Nutrition",Medical Sciences,na
praveen_naik,Praveen Naik,Karnatak University Dharwad,"G. C. College Ankola, Affiliated to Karnatak University Dharwad","g._c._college_ankola,_affiliated_to_karnatak_university_dharwad",,11,13,0,701,Professor at Karnatak University Dharwad specializing in Environmental Science.,"Environmental Science, Sustainable Development",Computer Science,na
dr._manjunath_patel_g_c,Dr. Manjunath Patel G C,PES Institute of Technology and Management,PES Institute of Technology and Management,pes_institute_of_technology_and_management,,30,68,0,2327,Professor at PES Institute of Technology and Management specializing in Artificial Intelligence.,"Artificial Intelligence, Data Science",Computer Science,na
g.d._agarwal,G.D. Agarwal,MNIT Jaipur,"Professor of Mechanical Engineering, MNIT Jaipur","professor_of_mechanical_engineering,_mnit_jaipur",,37,55,0,4387,Professor at MNIT Jaipur specializing in Renewable Energy Systems.,"Renewable Energy Systems, Heat Transfer",Mechanical Engineering,na
prof._g.d._gourshete,Prof. G.D. Gourshete,Mumbai University,"Assistant Professor( I.T ), A. P. Shah Institute of Technology, Mumbai University","assistant_professor(_i.t_),_a._p._shah_institute_of_technology,_mumbai_university",,1,1,0,16,Professor at Mumbai University specializing in Information Technology.,"Information Technology, Data Science",Computer Science,na
sumit_sharma,Sumit Sharma,G.D Goenka University,G.D GOENKA UNIVERSITY,g.d_goenka_university,,50,247,0,12295,Professor at G.D Goenka University specializing in Data Science.,"Data Science, Artificial Intelligence",Computer Science,na
gour_gopal_roy,Gour Gopal Roy,Indian Institute of Technology,"Professor, Dept. of Metallurgical & materials Engineering, Indian Institute of Technology, Kharagpur-721302","professor,_dept._of_metallurgical_&_materials_engineering,_indian_institute_of_technology,_kharagpur-721302",,29,67,0,4251,Professor at Indian Institute of Technology specializing in Kharagpur.,"Kharagpur, Materials Science",Mechanical Engineering,iit
prof._g._geethakumari,Prof. G. Geethakumari,BITS Pilani Hyderabad Campus,BITS Pilani Hyderabad Campus,bits_pilani_hyderabad_campus,,19,35,0,1654,Professor at BITS Pilani Hyderabad Campus specializing in Wireless Communication.,"Wireless Communication, Signal Processing",Electrical Engineering,na
c._joshi,C. Joshi,University of California,"Professor of Electrical and Computer Engineering, UCLA","professor_of_electrical_and_computer_engineering,_ucla",,82,284,0,26605,Professor at University of California specializing in Los Angeles (UCLA).,"Los Angeles (UCLA), Plasma Physics",Physics,na
professor_ghulam_jilani,Professor Ghulam Jilani,PMAS Arid Agriculture University,"Institute of Soil Science, PMAS Arid Agriculture University, Rawalpindi, Pakistan","institute_of_soil_science,_pmas_arid_agriculture_university,_rawalpindi,_pakistan",,51,123,0,9365,Professor at PMAS Arid Agriculture University specializing in Soil Fertility.,"Soil Fertility, Soil Microbiology",Other,na
jeyakodi_g,Jeyakodi G,Pondicherry University,Pondicherry University,pondicherry_university,,3,2,0,36,Professor at Pondicherry University specializing in Environmental Science.,"Environmental Science, Climate Change",Other,na
gopal_krishna_joshi,Gopal Krishna Joshi,HNB Garhwal University,"Department of Biotechnology, HNB Garhwal University, Srinagar (Garhwal), India","department_of_biotechnology,_hnb_garhwal_university,_srinagar_(garhwal),_india",,15,18,0,1060,Professor at HNB Garhwal University specializing in Biotechnology.,"Biotechnology, Environmental Microbiology",Other,na
girdhar_k._pandey,Girdhar K. Pandey,University of Delhi South Campus,"Professor of Plant Molecular Biology, University of Delhi South Campus","professor_of_plant_molecular_biology,_university_of_delhi_south_campus",,45,90,0,10033,Professor at University of Delhi South Campus specializing in Plant Molecular Biology.,"Plant Molecular Biology, Abiotic Stress Responses",Other,na
dr._rajanikant_g._k.,Dr. Rajanikant G. K.,National Institute of Technology Calicut,"Professor, School of Biotechnology, National Institute of Technology Calicut","professor,_school_of_biotechnology,_national_institute_of_technology_calicut",,35,65,0,3987,Professor at National Institute of Technology Calicut specializing in Biotechnology.,"Biotechnology, Molecular Biology",Other,nit
gopal_krishna_sahu,Gopal Krishna Sahu,Pt. J. N. M. Medical College,Pt. J. N. M. Medical College,pt._j._n._m._medical_college,,9,9,0,397,Professor at Pt. J. N. M. Medical College specializing in Medical Research.,"Medical Research, Public Health",Medical Sciences,na
girish_kumar_srivastava,Girish Kumar Srivastava,PI,"PI, IOBA University Valladolid, Editor in chief, Journal of Allbiosolution","pi,_ioba_university_valladolid,_editor_in_chief,_journal_of_allbiosolution",,18,23,0,1019,Professor at PI specializing in IOBA University Valladolid.,"IOBA University Valladolid, Ophthalmology",Other,na
ganesan_kannabiran,Ganesan Kannabiran,National Institute of Technology Tiruchirappalli,NIT Trichy,nit_trichy,,12,13,0,925,Professor at National Institute of Technology Tiruchirappalli specializing in Information Systems.,"Information Systems, Business Analytics",Business Management,nit
g_lakshmi_narayana_rao,G LAKSHMI NARAYANA RAO,Andhra University,Professor,professor,,21,37,0,2006,Professor at Andhra University specializing in Structural Engineering.,"Structural Engineering, Concrete Technology",Civil Engineering,na
gautam_mandal,Gautam Mandal,Tata Institute of Fundamental Research,"Tata Institute of Fundamental Research, Mumbai","tata_institute_of_fundamental_research,_mumbai",,37,75,0,5221,Professor at Tata Institute of Fundamental Research specializing in String Theory.,"String Theory, Quantum Field Theory",Computer Science,na
gita_mishra,Gita Mishra,University of Queensland,"Professor of Life Course Epidemiology, University of Queensland","professor_of_life_course_epidemiology,_university_of_queensland",,94,383,0,32833,Professor at University of Queensland specializing in Life Course Epidemiology.,"Life Course Epidemiology, Women's Health",Medical Sciences,na
murugananth_gopal_raj,Murugananth Gopal Raj,Annamalai University,Professor & Head,professor_&_head,,7,2,0,139,Professor at Annamalai University specializing in Environmental Science.,"Environmental Science, Sustainable Development",Computer Science,na
krishnamurthy_g_n,Krishnamurthy G N,BNM Institute of Technology,BNM Institute of Technology,bnm_institute_of_technology,,6,5,0,230,Professor at BNM Institute of Technology specializing in Artificial Intelligence.,"Artificial Intelligence, Data Science",Computer Science,na
kulkarni.g.n.10616_5200,KULKARNI.G.N.10616 5200,UAS,"UAS, Dharwad","uas,_dharwad",,10,10,0,379,Professor at UAS specializing in Dharwad.,"Dharwad, Agricultural Sciences",Other,na
dr._ritesh_sharma,Dr. Ritesh Sharma,GN University,"S.K. Patel College of Pharmaeutical Education and Research, GN University","s.k._patel_college_of_pharmaeutical_education_and_research,_gn_university",,40,247,0,9318,Professor at GN University specializing in Pharmaceutical Sciences.,"Pharmaceutical Sciences, Drug Delivery Systems",Other,na
g_n_srinivasa_prasanna,G N Srinivasa Prasanna,International Institute of Information Technology,"International lnstitute of Information Technology, Bengaluru 560001","international_lnstitute_of_information_technology,_bengaluru_560001",,14,19,0,867,Professor at International Institute of Information Technology specializing in Bengaluru.,"Bengaluru, Computer Science",Computer Science,na
g._naresh_patwari,G. Naresh Patwari,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,indian_institute_of_technology_bombay,,27,69,0,2102,Professor at Indian Institute of Technology Bombay specializing in Chemical Engineering.,"Chemical Engineering, Molecular Simulations",Chemical Engineering,iit
giri_narasimhan,Giri Narasimhan,Florida International University,"Distinguished University Professor, Florida Internatioanl University","distinguished_university_professor,_florida_internatioanl_university",,42,98,0,8141,Professor at Florida International University specializing in Bioinformatics.,"Bioinformatics, Computational Biology",Computer Science,na
gaorav_p._gupta,Gaorav P. Gupta,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,university_of_north_carolina_at_chapel_hill,,36,57,0,16533,Professor at University of North Carolina at Chapel Hill specializing in Cancer Biology.,"Cancer Biology, Breast Cancer Research",Medical Sciences,na
dr._g.p._obi_reddy,Dr. G.P. Obi Reddy,ICAR-NBSS&LUP,"Principal Scientist & Head, Division of Remote Sensing Application, ICAR-NBSS&LUP, Nagpur","principal_scientist_&_head,_division_of_remote_sensing_application,_icar-nbss&lup,_nagpur",,31,79,0,4659,Professor at ICAR-NBSS&LUP specializing in Remote Sensing Applications.,"Remote Sensing Applications, Soil Science",Other,na
simon_g_p_funnell,Simon G P Funnell,Health Protection Agency,Health Protection Agency,health_protection_agency,,25,36,0,3040,Professor at Health Protection Agency specializing in Infectious Diseases.,"Infectious Diseases, Public Health Policy",Medical Sciences,na
g_padmanabhan,G Padmanabhan,Sri Venkateswara University,Professor of Mechanical Engineering S V U College of Engineering,professor_of_mechanical_engineering_s_v_u_college_of_engineering,,19,28,0,1703,Professor at Sri Venkateswara University specializing in Mechanical Engineering.,"Mechanical Engineering, Thermal Engineering",Mechanical Engineering,na
gade_pandu_rangaiah,Gade Pandu Rangaiah,National University of Singapore,"Department of Chemical and Biomolecular Engineering (ChBE), National University of Singapore (NUS)","department_of_chemical_and_biomolecular_engineering_(chbe),_national_university_of_singapore_(nus)",,57,205,0,10526,Professor at National University of Singapore specializing in Process Systems Engineering.,"Process Systems Engineering, Optimization in Chemical Engineering",Chemical Engineering,na
r.gandhi_mathi,R.Gandhi mathi,Bharathiar University,"L.R.G Government Arts College For Women, Tiruppur","l.r.g_government_arts_college_for_women,_tiruppur",,0,0,0,0,Professor at Bharathiar University specializing in Mathematics.,"Mathematics, Applied Mathematics",Mathematics,na
dr-k.krishna_rani_samal,Dr-K.Krishna Rani Samal,VIT University,"Assistant Professor Senior Grade, VIT University","assistant_professor_senior_grade,_vit_university",,10,10,0,477,Professor at VIT University specializing in Data Mining.,"Data Mining, Machine Learning",Computer Science,na
dr.anandrao_sureshrao_kulkarni,Dr.Anandrao Sureshrao Kulkarni,Government First Grade College,"Government First Grade College, Vijayapur","government_first_grade_college,_vijayapur",,36,75,0,10924,Professor at Government First Grade College specializing in Vijayapur.,"Vijayapur, Chemistry",Other,na
dr_raghu_patel,Dr Raghu Patel,Govt. First Grade College,"Lecturer, Dept. of Electronics, Govt. First Grade College, Kuvempunagar, Mysore -23","lecturer,_dept._of_electronics,_govt._first_grade_college,_kuvempunagar,_mysore_-23",,8,8,0,307,Professor at Govt. First Grade College specializing in Electronics.,"Electronics, Signal Processing",Electrical Engineering,na
dr.g.rajeshkumar,Dr.G.RAJESHKUMAR,PSG iTECH,"Professor, Department of Mechanical Engineering, PSG iTECH","professor,_department_of_mechanical_engineering,_psg_itech",,29,49,0,2668,Professor at PSG iTECH specializing in Mechanical Engineering.,"Mechanical Engineering, Thermal Engineering",Mechanical Engineering,na
gottumukkala_s._raju,Gottumukkala S. Raju,University of Texas MD Anderson Cancer Center,"Professor of Medicine, University of Texas MD Anderson Cancer Center","professor_of_medicine,_university_of_texas_md_anderson_cancer_center",,54,152,0,10705,Professor at University of Texas MD Anderson Cancer Center specializing in Gastroenterology.,"Gastroenterology, Cancer Prevention",Medical Sciences,na
dr._ramana_murthy_g,Dr. Ramana Murthy G,Alliance University,Alliance University,alliance_university,,9,8,0,290,Professor at Alliance University specializing in Data Science.,"Data Science, Artificial Intelligence",Computer Science,na
dr._p._g._agnihotri,Dr. P. G. Agnihotri,Sardar Vallabhbhai National Institute of Technology,"Professor in Civil Engineering, Sardar Vallabhbhai National Institute of Technology, Surat","professor_in_civil_engineering,_sardar_vallabhbhai_national_institute_of_technology,_surat",,13,18,0,687,Professor at Sardar Vallabhbhai National Institute of Technology specializing in Surat.,"Surat, Structural Engineering",Civil Engineering,nit
govind_sharan_dangayach,Govind Sharan Dangayach,Malaviya National Institute of Technology Jaipur,Malaviya National Institute of technology Jaipur,malaviya_national_institute_of_technology_jaipur,,39,98,0,6096,Professor at Malaviya National Institute of Technology Jaipur specializing in Supply Chain Management.,"Supply Chain Management, Sustainable Manufacturing",Business Management,nit
david_g._amaral,David G. Amaral,UC Davis,"Department of Psychiatry and Behavioral Sciences and The MIND Institute, UC Davis","department_of_psychiatry_and_behavioral_sciences_and_the_mind_institute,_uc_davis",,148,359,0,90503,Professor at UC Davis specializing in Autism Spectrum Disorder.,"Autism Spectrum Disorder, Neurodevelopmental Disorders",Medical Sciences,na
g_madhusudhan_reddy,G Madhusudhan Reddy,NIT Warangal,"Adjunct professor, NIT Warangal","adjunct_professor,_nit_warangal",,64,218,0,12120,Professor at NIT Warangal specializing in Materials Science.,"Materials Science, Nanotechnology",Mechanical Engineering,na
gsvrk_choudary,GSVRK Choudary,Bhavans Vivekananda College of Science Humanities and Commerce,Bhavans Vivekananda College of Science Humanities and Commerce,bhavans_vivekananda_college_of_science_humanities_and_commerce,,11,15,0,541,Professor at Bhavans Vivekananda College of Science Humanities and Commerce specializing in Mathematics.,"Mathematics, Statistics",Mathematics,na
dr.gs_vinod_kumar,Dr.GS Vinod Kumar,Rajiv Gandhi Centre for Biotechnology (RGCB),RGCB,rgcb,,21,31,0,1555,Professor at Rajiv Gandhi Centre for Biotechnology (RGCB) specializing in Cancer Biology.,"Cancer Biology, Molecular Genetics",Medical Sciences,na
"nanda_gopal_sahoo,_frsc","Nanda Gopal Sahoo, FRSC",Kurukshetra University,"Professor, Dept of Chemistry, In-Charge, Nanoscience and Nanotechnology Centre, K.U.","professor,_dept_of_chemistry,_in-charge,_nanoscience_and_nanotechnology_centre,_k.u.",,46,123,0,12635,Professor at Kurukshetra University specializing in Nanomaterials.,"Nanomaterials, Polymer Nanocomposites",Other,na
gaurav_sharma,Gaurav Sharma,University of Rochester,University of Rochester,university_of_rochester,,74,817,0,41144,Professor at University of Rochester specializing in Biomedical Optics.,"Biomedical Optics, Medical Imaging",Medical Sciences,na
subbaiyan_g,Subbaiyan G,National Institute of Technology,"Professor of Architecture, National Institute of Technology, Tiruchirappalli","professor_of_architecture,_national_institute_of_technology,_tiruchirappalli",,4,2,0,85,Professor at National Institute of Technology specializing in Tiruchirappalli.,"Tiruchirappalli, Sustainable Architecture",Computer Science,nit
ov_gnana_swathika,OV Gnana Swathika,VIT University Chennai,VIT University Chennai,vit_university_chennai,,18,42,0,1103,Professor at VIT University Chennai specializing in Power Systems.,"Power Systems, Renewable Energy",Computer Science,na
g._thavasi_raja,G. Thavasi Raja,NIT Trichy,"NIT  Trichy, IIT Kharagpur, Thiagarajar College of Engineering Madurai","nit__trichy,_iit_kharagpur,_thiagarajar_college_of_engineering_madurai",,10,10,0,521,Professor at NIT Trichy specializing in Power Electronics.,"Power Electronics, Renewable Energy Systems",Computer Science,na
angel_i._perez_gomez_(orcid.org/0000-0001-8291-0849),Angel I. Perez Gomez (orcid.org/0000-0001-8291-0849),Universidad de Málaga (UMA),Catedrático Emérito (UMA),catedrático_emérito_(uma),,84,105,0,30193,Professor at Universidad de Málaga (UMA) specializing in Educational Innovation.,"Educational Innovation, Teacher Professional Development",Other,na
ganapathy_vaitheeswaran,Ganapathy Vaitheeswaran,University of Hyderabad,University of Hyderabad,university_of_hyderabad,,39,116,0,5541,Professor at University of Hyderabad specializing in Theoretical Chemistry.,"Theoretical Chemistry, Computational Chemistry",Computer Science,na
"gadhamshetty_venkataramana,_phd,_p.e","Gadhamshetty Venkataramana, PhD, P.E",South Dakota School of Mines and Technology,"Professor, South Dakota School of Mines and Technology","professor,_south_dakota_school_of_mines_and_technology",,37,73,0,4006,Professor at South Dakota School of Mines and Technology specializing in Environmental Engineering.,"Environmental Engineering, Bioelectrochemical Systems",Civil Engineering,na
dr.gadi_venkata_siva_krishna_rao,Dr.Gadi Venkata Siva Krishna Rao,Andhra University,"Professor of Electrical Engineering, Andhra University","professor_of_electrical_engineering,_andhra_university",,28,68,0,2737,Professor at Andhra University specializing in Electrical Engineering.,"Electrical Engineering, Power Systems",Electrical Engineering,na
ganesh_v,Ganesh V,Indian Institute of Technology Madras,Professor,professor,,22,44,0,2231,Professor at Indian Institute of Technology Madras specializing in Power Electronics.,"Power Electronics, Renewable Energy Systems",Electrical Engineering,iit
anand_ganesh_venkatesan,Anand Ganesh Venkatesan,Fisher & Paykel Healthcare,Fisher & Paykel Healthcare,fisher_&_paykel_healthcare,,18,20,0,4271,Professor at Fisher & Paykel Healthcare specializing in Respiratory Care.,"Respiratory Care, Medical Device Innovation",Medical Sciences,na
gautam_kumar_biswas,Gautam Kumar Biswas,Southern Illinois University Carbondale,"PhD student, Department of Economics, Southern Illinois University Carbondale","phd_student,_department_of_economics,_southern_illinois_university_carbondale",,5,2,0,55,Professor at Southern Illinois University Carbondale specializing in Development Economics.,"Development Economics, Applied Econometrics",Business Management,na
gopal_kumar_mahato,Gopal Kumar Mahato,Central University of South Bihar,Central University of South Bihar,central_university_of_south_bihar,,2,1,0,69,Professor at Central University of South Bihar specializing in Environmental Science.,"Environmental Science, Sustainable Development",Computer Science,na
gyaneshwar_kumar_rao,Gyaneshwar Kumar Rao,Amity University Haryana,"Assistant Professor, Amity University Haryana, India","assistant_professor,_amity_university_haryana,_india",,33,52,0,2724,Professor at Amity University Haryana specializing in Artificial Intelligence.,"Artificial Intelligence, Data Science",Computer Science,na
gaurav_kumar_sharma,Gaurav Kumar Sharma,ICAR-IVRI,"Scientist, CADRAD ICAR-IVRI","scientist,_cadrad_icar-ivri",,21,39,0,1278,Professor at ICAR-IVRI specializing in Animal Disease Research.,"Animal Disease Research, Agricultural Biotechnology",Other,na
govind_k_prajapati,Govind K Prajapati,Mahatma Gandhi Kashi Vidyapith,"DMPG College, Varanasi","dmpg_college,_varanasi",,9,9,0,427,Professor at Mahatma Gandhi Kashi Vidyapith specializing in Organic Chemistry.,"Organic Chemistry, Medicinal Chemistry",Other,na
g_m_prasad,G M PRASAD,CSIR-CIMFR,"EX-Professor & Chief Scientist, CSIR-CIMFR, Barwa Road, Dhanbad, INDIA","ex-professor_&_chief_scientist,_csir-cimfr,_barwa_road,_dhanbad,_india",,16,21,0,718,Professor at CSIR-CIMFR specializing in Mining Engineering.,"Mining Engineering, Environmental Sustainability",Computer Science,na
gajinder_pal_singh,Gajinder Pal Singh,nference,nference,nference,,44,216,0,9780,Professor at nference specializing in Biomedical Data Science.,"Biomedical Data Science, Artificial Intelligence in Healthcare",Computer Science,na
prof._ganapati_panda_(g._panda),Prof. Ganapati Panda (G. Panda),C V Raman Global University-Odisha,C V Raman Global University-Odisha,c_v_raman_global_university-odisha,,58,225,0,14937,Professor at C V Raman Global University-Odisha specializing in Signal Processing.,"Signal Processing, Computational Intelligence",Computer Science,na
gurpreet_singh,Gurpreet Singh,Punjabi University Patiala,Punjabi University Patiala,punjabi_university_patiala,,91,680,0,40747,Professor at Punjabi University Patiala specializing in Environmental Science.,"Environmental Science, Sustainable Development",Computer Science,na
srinivasa_t_reddy,Srinivasa T Reddy,UCLA,UCLA,ucla,,82,213,0,24659,Professor at UCLA specializing in Cardiovascular Disease.,"Cardiovascular Disease, Lipid Metabolism",Other,na
g.j._swaminathan,G.J. Swaminathan,Oxford Nanopore Technologies,Oxford Nanopore Technologies,oxford_nanopore_technologies,,36,40,0,7685,Professor at Oxford Nanopore Technologies specializing in Structural Biology.,"Structural Biology, Nanopore Sequencing",Other,na
nageswara_rao_gvs,Nageswara Rao GVS,Indian Institute of Technology Madras,Professor of Metallurgical and Materials Engineering,professor_of_metallurgical_and_materials_engineering,,20,33,0,1427,Professor at Indian Institute of Technology Madras specializing in Materials Science.,"Materials Science, Metallurgical Engineering",Mechanical Engineering,iit
g_v_v_sharma,G V V sharma,Indian Institute of Technology Hyderabad,Iit Hyderabad iitbombay,iit_hyderabad_iitbombay,,12,13,0,349,Professor at Indian Institute of Technology Hyderabad specializing in Signal Processing.,"Signal Processing, Wireless Communications",Electrical Engineering,iit
dr._gunasekaran_venugopal,Dr. Gunasekaran Venugopal,Central University of Tamil Nadu,"Asst.Professor in Materials Science, Central University of Tamil Nadu","asst.professor_in_materials_science,_central_university_of_tamil_nadu",,24,39,0,2742,Professor at Central University of Tamil Nadu specializing in Materials Science.,"Materials Science, Nanotechnology",Mechanical Engineering,na
"ganesh_kumar_venayagamoorthy,_ieee_fellow","Ganesh Kumar Venayagamoorthy, IEEE Fellow",Clemson University,Clemson University,clemson_university,,72,315,0,25108,Professor at Clemson University specializing in Power Systems.,"Power Systems, Computational Intelligence",Computer Science,na
gajendra_sharma,Gajendra Sharma,Kathmandu University,Kathmandu University,kathmandu_university,,20,33,0,1755,Professor at Kathmandu University specializing in Environmental Engineering.,"Environmental Engineering, Water Resources Management",Business Management,na
